fid,canton,prefecture,region,lat,lon,superficie_km2,points_service,dist_service_km,dist_agence_km,classe_acces
cantons.D07100321,Atchangbadè,Kozah,Kara,9.44424763136673,1.1025312900020925,148.9,25,3.46,14.76,2 – 5 km
cantons.E01101322,Gouloungoussi,Cinkassé,Savanes,11.117912044322622,-0.11752106057348499,17.7,2,1.52,15.3,< 2 km
cantons.E01101323,Canton E01101323 (non nommé),Cinkassé,Savanes,11.094458689666247,-0.07765887300480284,11.2,0,2.42,10.77,2 – 5 km
cantons.E01101324,Boadé,Cinkassé,Savanes,11.111988912170228,-0.062733410374156,16.6,2,0.58,9.28,< 2 km
cantons.E01102326,Biankouri,Cinkassé,Savanes,11.031300196908896,0.049765634597197586,34.9,15,1.01,6.37,< 2 km
cantons.E01102327,Nadjoundi,Cinkassé,Savanes,11.016153004986483,0.17776509262538515,39.4,17,0.91,15.75,< 2 km
cantons.E01102328,Timbou,Cinkassé,Savanes,11.023850623814473,0.11283092662786426,46.2,23,0.87,10.69,< 2 km
cantons.E01102329,Sam-Naba,Cinkassé,Savanes,11.065220939164108,0.13038606316339094,44.9,20,1.37,10.23,< 2 km
cantons.E02103330,Tambigou,Kpendjal,Savanes,10.767466450584504,0.7882868376756317,100.9,1,3.12,48.42,2 – 5 km
cantons.E02103331,Koundjoaré,Kpendjal,Savanes,10.939200388451333,0.6718203583713115,260.7,16,2.38,51.77,2 – 5 km
cantons.E02103332,Mandouri,Kpendjal,Savanes,10.89834614884289,0.8086331905003056,354.2,17,3.72,63.05,2 – 5 km
cantons.E03105334,Naki-Est,Kpendjal-Ouest,Savanes,10.761906026552756,0.37354187509195946,138.1,47,1.16,21.72,< 2 km
cantons.E03105335,Nayéga,Kpendjal-Ouest,Savanes,10.771130322286378,0.40951555632018544,33.5,6,1.8,24.73,< 2 km
cantons.E03105336,Ogaro,Kpendjal-Ouest,Savanes,10.770659137022875,0.4823733516362961,179.2,20,3.12,32.18,2 – 5 km
cantons.E03106337,Papri,Kpendjal-Ouest,Savanes,10.974142577773012,0.42878192092951845,28.4,20,0.92,26.99,< 2 km
cantons.E03106338,Tambonga,Kpendjal-Ouest,Savanes,10.925554072414057,0.44731271128453226,40.6,9,1.36,27.29,< 2 km
cantons.E03106339,Namoundjoga,Kpendjal-Ouest,Savanes,10.872297581646048,0.4282609269140189,87.7,11,2.07,24.61,2 – 5 km
cantons.E04110345,Nagbéni,Oti,Savanes,10.628809412990128,0.48081262760809734,352.7,23,6.11,30.32,5 – 10 km
cantons.E04110346,Tchanaga,Oti,Savanes,10.496934287038963,0.4934368635943849,237.4,5,0.26,15.97,< 2 km
cantons.E06112366,Sissiak,Tandjoaré,Savanes,10.759489528281174,0.11776362620764409,111.6,26,1.58,14.81,< 2 km
cantons.E03106340,Pogno,Kpendjal-Ouest,Savanes,10.934864037762145,0.5080481806651252,141.6,16,1.5,34.01,< 2 km
cantons.E04109341,Mango,Oti,Savanes,10.341557189623709,0.47195310027754966,368.3,202,0.27,1.68,< 2 km
cantons.E04109342,Sadori,Oti,Savanes,10.250081725181968,0.4288374323578842,130.6,5,3.1,12.31,2 – 5 km
cantons.E04109343,Faré,Oti,Savanes,10.171643415444013,0.3830575050329681,59.6,1,1.46,22.24,< 2 km
cantons.E05107348,Sagbiebou,Oti-Sud,Savanes,10.263578876490644,0.6361434459283949,206.7,33,2.02,14.29,2 – 5 km
cantons.E05107349,Tchamonga,Oti-Sud,Savanes,10.590791940833759,0.6884623376479874,667.9,11,5.57,29.36,5 – 10 km
cantons.E05107350,Mogou,Oti-Sud,Savanes,10.409482090564314,0.6684029895760072,283.4,13,3.84,12.16,2 – 5 km
cantons.E04110348,Loko,Oti,Savanes,10.539642081280174,0.24677780658077372,79.9,8,3.31,31.46,2 – 5 km
cantons.E05107351,Gando,Oti-Sud,Savanes,10.284213106720633,0.7882259093773192,367.9,63,4.99,6.95,2 – 5 km
cantons.E05108353,Koumongou,Oti-Sud,Savanes,10.141800231749054,0.4627400237714687,186.4,9,5.42,23.63,5 – 10 km
cantons.E06112367,Tampialime,Tandjoaré,Savanes,10.741368661525014,-0.02471721630178354,84.5,16,2.41,28.38,2 – 5 km
cantons.E05108352,Kountoire,Oti-Sud,Savanes,10.13108526447039,0.6377683481109577,468.5,15,3.07,25.22,2 – 5 km
cantons.E06111362,Canton E06111362 (non nommé),Tandjoaré,Savanes,10.632501230833547,0.276776346698457,48.0,0,2.54,26.75,2 – 5 km
cantons.E06111363,Tamongue,Tandjoaré,Savanes,10.510364526964937,0.17890745007567563,136.9,18,1.94,35.77,< 2 km
cantons.E06112364,Bagou,Tandjoaré,Savanes,10.681419303193787,0.026367191523964297,50.8,1,1.41,27.93,< 2 km
cantons.E06112365,Nano,Tandjoaré,Savanes,10.708409969085402,0.088727779293999,56.6,36,1.32,21.23,< 2 km
cantons.E05108354,Nali,Oti-Sud,Savanes,10.041312150192338,0.48013443661437094,184.1,3,2.93,34.79,2 – 5 km
cantons.E06108355,Takpamba,Oti-Sud,Savanes,9.964664047963824,0.5812311463188167,230.3,12,0.49,30.84,< 2 km
cantons.E06111356,Loko,Tandjoaré,Savanes,10.593158941081168,0.23217268876453462,22.4,1,2.5,30.03,2 – 5 km
cantons.E06111357,Pligou,Tandjoaré,Savanes,10.656815447764691,0.29789677272083015,40.0,6,1.2,25.05,< 2 km
cantons.E06111358,Bombouaka,Tandjoaré,Savanes,10.718152329780287,0.2073864303445382,48.7,17,1.61,16.04,< 2 km
cantons.E06111359,Goundoga,Tandjoaré,Savanes,10.701087999640519,0.1638271756211528,21.3,8,1.33,18.44,< 2 km
cantons.E06111360,Bogou,Tandjoaré,Savanes,10.639934489054383,0.17696705813000396,50.6,12,2.01,24.86,2 – 5 km
cantons.E06111361,Nandoga,Tandjoaré,Savanes,10.644425043715545,0.2184033354812453,37.3,4,2.91,24.25,2 – 5 km
cantons.E06112368,Canton E06112368 (non nommé),Tandjoaré,Savanes,10.671324704127626,-0.03739188302474894,62.5,0,8.34,33.85,5 – 10 km
cantons.E06112369,Doukpergou,Tandjoaré,Savanes,10.640253992135182,0.05238545064302936,70.3,10,1.67,29.69,< 2 km
cantons.E06112370,Canton E06112370 (non nommé),Tandjoaré,Savanes,10.602353559881248,0.05072871762835697,18.0,0,5.5,33.35,5 – 10 km
cantons.E06112371,Lokpano,Tandjoaré,Savanes,10.602278217395542,0.114518692011369,97.5,4,0.87,30.46,< 2 km
cantons.E07113372,Poissongui,Tône,Savanes,11.05171461553356,0.2158480516445642,32.6,9,1.56,19.49,< 2 km
cantons.E07116389,Korbongou,Tône,Savanes,10.961014038010786,0.35485350567658946,172.9,120,1.65,19.1,< 2 km
cantons.E07113373,Kourientre,Tône,Savanes,11.004843527264242,0.2327160176596677,47.6,8,0.93,14.62,< 2 km
cantons.E07113374,Dapaong,Tône,Savanes,10.856317852226518,0.2144609744905652,221.4,869,0.35,1.41,< 2 km
cantons.E07113375,Toaga,Tône,Savanes,10.886828475040852,0.2539456189469279,55.4,26,0.25,5.71,< 2 km
cantons.E07113376,Natigou,Tône,Savanes,10.985760929378126,0.2696691347483566,26.5,3,0.99,14.17,< 2 km
cantons.E07113377,Pana,Tône,Savanes,10.758140020223161,0.28242769977567783,78.8,19,0.36,14.47,< 2 km
cantons.E01101325,Cinkassé,Cinkassé,Savanes,11.085082504991002,0.041185903734485454,44.9,428,0.36,0.36,< 2 km
cantons.E07113378,Bidjenga,Tône,Savanes,10.700105599542377,0.2900739721093863,63.8,10,1.91,20.37,< 2 km
cantons.E07114379,Nanergou,Tône,Savanes,10.924447529451049,0.1486457331293832,45.7,22,0.72,7.99,< 2 km
cantons.E07114380,Namaré,Tône,Savanes,10.984785389042523,0.07237638053265757,42.3,9,1.67,11.97,< 2 km
cantons.E04110344,Barkoissi,Oti,Savanes,10.593042155507684,0.34122633389318796,72.2,108,1.23,29.62,< 2 km
cantons.E04110347,Galangashie,Oti,Savanes,10.468271574430627,0.3378705285289148,378.4,16,4.12,18.75,2 – 5 km
cantons.E07114381,Naki-Ouest,Tône,Savanes,10.930067080751964,0.06981168551844326,128.4,45,2.69,15.74,2 – 5 km
cantons.E07115382,Nioukpourma,Tône,Savanes,10.84713751404857,0.12464389746299799,59.2,24,1.63,8.8,< 2 km
cantons.B01033082,Agou-Tavié,Agou,Plateaux,6.841348557856252,0.6902280315183593,47.6,47,1.21,2.96,< 2 km
cantons.E07115383,Tami,Tône,Savanes,10.858602867703404,0.034705369950318095,104.4,30,0.6,18.48,< 2 km
cantons.A04012023,Bè-Centre,Golfe,Maritime,6.180691227619354,1.2498635863720566,17.8,454,0.06,1.09,< 2 km
cantons.E07115384,Lotogou,Tône,Savanes,10.800746632918127,0.03283955816932368,51.2,18,0.79,19.91,< 2 km
cantons.E07115385,Warkambou,Tône,Savanes,10.790190268381151,-0.019838343285899014,27.1,11,0.62,25.74,< 2 km
cantons.E07116386,Louanga,Tône,Savanes,10.860378797934448,0.3358640328938249,72.1,9,2.41,14.49,2 – 5 km
cantons.E07116387,Kantindi,Tône,Savanes,10.923827370094454,0.27291892704006493,31.9,29,0.9,9.31,< 2 km
cantons.E07116388,Sanfatoute,Tône,Savanes,11.02099906263283,0.30477161296830707,44.0,16,2.37,19.53,2 – 5 km
cantons.A05020034,Agbodrafo,Lacs,Maritime,6.217098155010812,1.4972981631298123,35.4,179,0.05,17.95,< 2 km
cantons.B07049136,Kpédomé,Haho,Plateaux,7.045592072725524,1.1542523211100588,422.7,105,0.14,9.13,< 2 km
cantons.B12064187,Klabé-Efoukpa,Wawa,Plateaux,7.615559179640407,0.7838163568407338,81.8,9,0.78,47.93,< 2 km
cantons.D05093296,Canton D05093296 (non nommé),Doufelgou,Kara,9.820817441496368,1.0520281976712929,32.2,0,3.29,8.65,2 – 5 km
cantons.A05020035,Gbodjomé,Lacs,Maritime,6.218069876093058,1.4101275674155895,44.4,264,0.76,9.26,< 2 km
cantons.A02007011,Zolo,Avé,Maritime,6.376765799186732,0.9219571536243596,81.3,10,2.52,6.42,2 – 5 km
cantons.A02007012,Edzi,Avé,Maritime,6.415886391456987,0.8356096014008828,52.3,1,4.25,9.47,2 – 5 km
cantons.B07050138,Wahala,Haho,Plateaux,7.185656520341146,1.2732356759311652,524.8,81,4.54,12.04,2 – 5 km
cantons.B07050139,Akpakpakpé,Haho,Plateaux,7.0980141709644835,1.0669947180143957,119.0,13,1.83,13.71,< 2 km
cantons.B07047131,Notsé,Haho,Plateaux,6.9147073469391565,1.108858135518064,142.8,114,5.44,8.1,5 – 10 km
cantons.B07047134,Hahomégbé,Haho,Plateaux,6.915646981497357,0.9811255455381571,321.6,20,1.57,21.4,< 2 km
cantons.B09054156,Kpélé-Dawlotou,Kpélé,Plateaux,6.976311703556414,0.8714369391989832,221.3,4,9.27,22.32,5 – 10 km
cantons.C03071219,Adjengré,Sotouboua,Centrale,8.665538657282813,1.0231626093656923,73.6,62,0.43,12.22,< 2 km
cantons.C03071221,Canton C03071221 (non nommé),Sotouboua,Centrale,8.67773467521184,0.8983083674489424,215.0,0,12.81,15.37,> 10 km
cantons.B01034087,Amoussou-Kopé,Agou,Plateaux,6.696135993073648,0.8496150372380636,108.2,45,1.98,22.26,< 2 km
cantons.B06045128,Kamina,Est-Mono,Plateaux,8.143078364145747,1.5804641111344915,297.8,18,5.2,59.79,5 – 10 km
cantons.A04013024,Bè-Ouest,Golfe,Maritime,6.175789284687452,1.220417961747342,22.9,281,0.59,1.67,< 2 km
cantons.A04011022,Bè-Est,Golfe,Maritime,6.186358017751587,1.2699652532264862,60.1,1256,0.08,2.54,< 2 km
